contact_id,email,full_name,phone,country,address_line1,city,state,postal_code,company_name,department,job_title,attributes_json,created_at,updated_at,etl_batch_id,source_system,source_record_id,_reject_reason,_quarantine_reason
a65582e1-b9f8-4fac-9891-24fddf0732ab,tarek.mansour957@yahoo.com,Tarek Mansour,01064948103,Egypt,"9 Ahmed Mohram Street, Raml Station",Akhmim,Sohag,82739,Techno Build Software Solutions,Engineering,Data scientist,{},2026-05-30 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_998,,duplicate email: tarek.mansour957@yahoo.com
49e1d83a-2a0d-4ad3-ae48-322b42547b76,nader.farouk184@egypt.gov.eg,Nader Farouk,01034534605,Egypt,"54 Ahmed Fakhri Street, Nasr City",Faiyum,Faiyum,63613,Egyptian Abroad Real Estate Group,Legal,Air cabin crew,{},2026-06-01 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_1018,,duplicate email: nader.farouk184@egypt.gov.eg
c4324aac-b91d-4524-b76d-6b1242f8d758,alaa.rashad648@northwind.local,Alaa Rashad,01535389691,Egypt,"202 Ahmed Shawky Street, Bulkly",Ismailia,Ismailia,41532,Al-Noqaity El-Attar Spices Group,Marketing,Information systems manager,{},2026-05-28 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_819,,duplicate email: alaa.rashad648@northwind.local
74201be0-cc98-4f68-b97b-0c893555c9d7,khaled.abdelrahman575@company.com.eg,Khaled Abdelrahman,01140896800,Egypt,"254 Sika El-Wayli Street, Hadayek El-Qobba",Sadat City,Monufia,32515,Nooran Real Estate Group,Engineering,"Education officer, community",{},2026-05-31 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_427,,duplicate email: khaled.abdelrahman575@company.com.eg
aeac5eca-cc07-46c1-969c-c4189c5b0119,eman.gamal124@company.com.eg,Eman Gamal,01095487047,Egypt,"35 Salah Salem Road, Floor 24",Dokki,Giza,11693,,Accounting,Sr. Owner,{},2026-05-21 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_890,,duplicate email: eman.gamal124@company.com.eg
db11dcd6-ad63-460e-8128-d0310d18dfd8,youssef.mansour794@company.com.eg,Youssef Mansour,01546178028,Egypt,"Km 7A, Third Industrial Zone, 10th of Ramadan",Luxor,Qena,85849,Saco Corporate Gifts,Support,Environmental manager,{},2026-06-01 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_82,,duplicate email: youssef.mansour794@company.com.eg
1fe13ec4-8f73-4c16-b0d0-a4cc9831be8a,mostafa.nassar195@yahoo.com,Mostafa Nassar,01546871119,Egypt,"90 El-Tahrir Street, Sareydar Tower, Dokki",Zagazig,Sharqia,44638,International Office for Company Formation,Marketing,Quality Assurance Engineer,{},2026-05-30 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_1587,,duplicate email: mostafa.nassar195@yahoo.com
d7655a21-93e2-4c5b-85ea-1aaf8af23edf,alaa.ibrahim847@hotmail.com,Alaa Ibrahim,01289961997,Egypt,"88 Gesr El-Manawat Street, El-Hawamdia",Zefta,Gharbia,32521,Jino Tools Egypt - Marine & Petroleum,Marketing,"Journalist, newspaper",{},2026-06-04 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_1537,,duplicate email: alaa.ibrahim847@hotmail.com
f932a663-ceed-4b91-816c-762ef3b4cb6b,ahmed.rashad120@outlook.com,Ahmed Rashad,01272548294,Egypt,"90 El-Tahrir Street, Sareydar Tower, Dokki",Rosetta,Beheira,22719,Al-Waliy Contracting Group,Engineering,Estate agent,{},2026-06-03 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_72,,duplicate email: ahmed.rashad120@outlook.com
80f209d5-ab3d-4b64-9266-4caff3672207,khaled.el-sayed993@company.com.eg,Khaled El-Sayed,01020656170,Egypt,"54 Ahmed Fakhri Street, Nasr City",Dahab,South Sinai,46887,Fath Allah El-Karim Group,Marketing,Marine scientist,{},2026-05-29 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_1252,,duplicate email: khaled.el-sayed993@company.com.eg
7f6e7118-4d2b-4245-adb2-e618a81024fc,hoda.fathy321@company.com.eg,Hoda Fathy,01281093850,Egypt,"3 Road 9, Maadi",Al-Arish,North Sinai,45212,Al-Faisal Al-Mahmoud Real Estate,Services,Telecommunications researcher,{},2026-06-09 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_208,,duplicate email: hoda.fathy321@company.com.eg
8a7d950a-a652-4bf7-9ae1-eecdcca47fc8,nour.farouk637@outlook.com,Nour Farouk,01064885242,Egypt,"Lot IB, B1 Industrial Zone, 10th of Ramadan",Asyut,Asyut,71633,Al-Handawil Food Processing Group,Services,Graphic designer,{},2026-05-31 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_494,,duplicate email: nour.farouk637@outlook.com
c47e6d85-048d-4552-8f0a-7d8bf9504214,eman.nassar210@company.com.eg,Eman Nassar,01244064056,Egypt,"19 Youssef El-Gendy Street, Bab El-Louk",El-Alamein,Matruh,11848,El-Madina Feed & Grain Factory,Sales,Data processing manager,{},2026-05-25 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_1416,,duplicate email: eman.nassar210@company.com.eg
706e4b63-d642-42c5-9f1c-24a89fb343b2,mostafa.gamal818@hotmail.com,Mostafa Gamal,01147186353,Egypt,"93 Ahmed Orabi Street, Mohandessin",Asyut,Asyut,71747,Al-Gharib El-Dreeny Sons Group,Marketing,Holiday representative,{},2026-05-26 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_126,,duplicate email: mostafa.gamal818@hotmail.com
41d3c239-0f95-4b15-aa25-e08a6f36fe7a,mariam.mahmoud421@hotmail.com,Mariam Mahmoud,01540041124,Egypt,"9 26th July Street, Mohandessin",Faiyum,Faiyum,63513,Quba Investment Group,Business Development,Paramedic,{},2026-05-28 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_465,,duplicate email: mariam.mahmoud421@hotmail.com
dd39b7a5-c70c-4bdd-ba99-e36e211f5eff,hala.kamel426@hotmail.com,Hala Kamel,01526321867,Egypt,"165 Gesr El-Suez Street, Heliopolis",Al-Arish,North Sinai,45553,Jowhara Holding Group - Printing,Support,Air broker,{},2026-05-23 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_967,,duplicate email: hala.kamel426@hotmail.com
f747f7fe-4f88-408c-afd6-59003ea9134a,youssef.mansour310@company.com.eg,Youssef Mansour,01277994516,Egypt,"18B City of Merchants, El-Moqattam",Beni Suef,Beni Suef,62511,Al-Timsal Cranes Group,Research and Development,Sales Manager,{},2026-06-04 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_559,,duplicate email: youssef.mansour310@company.com.eg
12da5da4-3255-4008-b223-1963c82526d9,ehab.mahmoud122@outlook.com,Ehab Mahmoud,01184513757,Egypt,"87 El-Hagaz Street, Heliopolis",Faiyum,Faiyum,63519,Touch Group Services,Human Resources,Contracting civil engineer,{},2026-05-21 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_1187,,duplicate email: ehab.mahmoud122@outlook.com
b335fd4e-e65e-45a3-b57b-9a81bfe54541,ahmed.mansour811@hotmail.com,Ahmed Mansour,01010700106,Egypt,"358 Gamal Abd El-Nasser Street, Miami",Kawm Umbu,Aswan,81511,Paris Oasis Natural Water - Ministry of Petroleum,Marketing,"Education officer, museum",{},2026-05-27 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_1610,,duplicate email: ahmed.mansour811@hotmail.com
76890fe3-7137-4c00-816e-fafc492416fd,ehab.yassin354@yahoo.com,Ehab Yassin,01057774207,Egypt,"93 Ahmed Orabi Street, Mohandessin",Damietta,Damietta,34697,Elecom Telecom & Electronic Security,Support,Acting Owner,{},2026-05-31 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_1200,,duplicate email: ehab.yassin354@yahoo.com
cf1ea07d-21a4-4c27-9814-5c86bfb2d56d,youssef.mostafa314@yahoo.com,Youssef Mostafa,01294463153,Egypt,"145 Joahara El-Ahram Tower, Floor 1",Zefta,Gharbia,32511,Golden Technology - Avaya,Support,Museum/gallery conservator,{},2026-05-20 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,dummyjson,dj_user_121,,duplicate email: youssef.mostafa314@yahoo.com
9869891d-2f8b-49aa-9738-451e391e5440,omar.nassar141@outlook.com,Omar Nassar,01050255953,Egypt,"24A Ain Shams Street, Victory Square, Ain Shams",Alexandria,Alexandria,21523,Arabian Investment Real Estate Group,Marketing,Actuary,{},2026-05-20 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_2,,duplicate email: omar.nassar141@outlook.com
241253a2-46c6-428a-9de9-16c19d8f6dff,eman.rashad92@hotmail.com,Eman Rashad,01228464090,Egypt,"19 Youssef El-Gendy Street, Bab El-Louk",Al-Kharijah,New Valley,72724,Egypt Middle East Trading,Business Development,Horticultural consultant,{},2026-06-08 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_381,,duplicate email: eman.rashad92@hotmail.com
33d2cb56-f0bb-4ade-a912-5a087e96eab1,sami.fathy492@yahoo.com,Sami Fathy,,Egypt,"13 Km, Cairo-Alexandria Agricultural Road, Meet Halfa, Qalyub",Faraskur,Damietta,34630,El-Madina Feed & Grain Factory,Marketing,Developer,{},2026-05-21 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_874,,duplicate email: sami.fathy492@yahoo.com
46c7f80b-7838-487a-b836-102821d4bf41,rania.nassar103@outlook.com,Rania Nassar,01144885031,Egypt,"172 Maarouf El-Rasafi Street, Kafr Abdu",Sadat City,Monufia,32636,Abdullah Al-Shiraiy Decorative Glass Group,Human Resources,"Designer, ceramics/pottery",{},2026-05-27 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_469,,duplicate email: rania.nassar103@outlook.com
285978e4-8321-4f9d-a0b3-9c3f6b5c911c,ehab.gamal693@yahoo.com,Ehab Gamal,01124793609,Egypt,"358 Gamal Abd El-Nasser Street, Miami",Minya,Minya,61511,Samco Commercial Investment Group,Marketing,Intelligence analyst,{},2026-06-01 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_429,,duplicate email: ehab.gamal693@yahoo.com
46694108-5b9e-4336-baea-abefcc119d67,youssef.farouk608@northwind.local,Youssef Farouk,01030225217,Egypt,"15 Mohamed Mustafa Hammam Street, Apt 8, Floor 3, Nasr City",Beni Suef,Beni Suef,62511,Badawi Industrial & Commercial Group,Accounting,Armed forces operational officer,{},2026-05-24 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_953,,duplicate email: youssef.farouk608@northwind.local
0021276b-107c-4be9-a53b-6ed47d108724,mohamed.fathy910@company.com.eg,Mohamed Fathy,01278254474,Egypt,"5 Autostrad Road, New Cairo",Luxor,Qena,85881,Velocity Egypt Specialized Cables,Training,Product manager,{},2026-06-08 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_1325,,duplicate email: mohamed.fathy910@company.com.eg
de12a24a-df95-49eb-ac69-3752971da2ae,hany.mostafa554@yahoo.com,Hany Mostafa,01015811332,Egypt,"35 Salah Salem Road, Floor 24",Rosetta,Beheira,22517,Golden Technology - Avaya,Legal,Radio producer,{},2026-06-06 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_286,,duplicate email: hany.mostafa554@yahoo.com
39aa195c-c7c6-4df5-bdd7-13fc3ed7819c,omar.rashad387@egypt.gov.eg,Omar Rashad,,Egypt,"9 Ahmed Mohram Street, Raml Station",Faiyum,Faiyum,63514,Salem Mantawi Import & Supplies Group,Legal,Biomedical scientist,{},2026-05-30 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_1539,,duplicate email: omar.rashad387@egypt.gov.eg
b6423bad-ae1a-4d35-9d57-c378349cb24c,hoda.mostafa723@outlook.com,Hoda Mostafa,01232062577,Egypt,"326 Gamal Abd El-Nasser Street, Miami",Suez,Suez,11639,Paris Oasis Natural Water - Ministry of Petroleum,Services,Sr. Technical Support Engineer,{},2026-06-08 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_1522,,duplicate email: hoda.mostafa723@outlook.com
7afa06be-b961-46d2-befd-c9d7a633b466,sami.fathy673@company.com.eg,Sami Fathy,01198708656,Egypt,"93 Ahmed Orabi Street, Mohandessin",Aswan,Aswan,81162,Al-Noqaity El-Attar Spices Group,Legal,Medical illustrator,{},2026-06-03 00:00:00,,76a67116-4c03-4f8f-8a3a-6637dcecb207,itc_crm,it_cust_351,,duplicate email: sami.fathy673@company.com.eg
75736fba-ba52-4db7-abf2-3c6609f8a297,hany.kamel879@company.com.eg,Hany Kamel,01241260290,Egypt,"53 Faroqiya Apartments, Apt 20, Gesr El-Suez",Al-Kharijah,New Valley,72511,Paris Oasis Natural Water - Ministry of Petroleum,Accounting,"Horticulturist, commercial",{},2026-06-08 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_753,,duplicate email: hany.kamel879@company.com.eg
a6a54099-2e0e-4a04-ae6e-1562fd967ecf,hany.mansour549@yahoo.com,Hany Mansour,01293128987,Egypt,"36 Saad Zaghloul & El-Rayes Street, El-Matariya",Damietta,Damietta,34502,Salem Mantawi Import & Supplies Group,Marketing,Metallurgist,{},2026-05-23 00:00:00,,108b37a8-c0f9-4c3f-86a8-a349f4842569,northwind,no_cust_690,,duplicate email: hany.mansour549@yahoo.com
